procedure_code,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_SubCat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_CD_ADD_DT,HCPCS_CD_END_DT,RBCS_Release_Year,RBCS_Reassigned,Final_CY_Prior_to_Reassignment
64435,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64445,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan1984,31Dec9999,2020,0,9999
64446,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2003,31Dec9999,2022,1,9999
64447,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2003,31Dec9999,2020,0,9999
64448,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2003,31Dec9999,2020,0,9999
64449,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2004,31Dec9999,2022,1,9999
64450,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64451,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2020,31Dec9999,2022,0,9999
64454,PM015O,P,Procedure,PM,Musculoskeletal,015,Joint Injection,O,01Jan2020,31Dec9999,2022,0,9999
64455,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2009,31Dec9999,2020,0,9999
64461,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2016,31Dec9999,2020,0,9999
64462,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2016,31Dec9999,2020,0,9999
64463,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2016,31Dec9999,2020,0,9999
64479,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2000,31Dec9999,2020,0,9999
64480,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2000,31Dec9999,2020,0,9999
64483,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2000,31Dec9999,2020,0,9999
64484,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2000,31Dec9999,2020,0,9999
64486,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2015,31Dec9999,2020,0,9999
64487,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2015,31Dec9999,2020,0,9999
64488,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2015,31Dec9999,2020,0,9999
64489,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2015,31Dec9999,2020,0,9999
64490,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2010,31Dec9999,2020,0,9999
64491,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2010,31Dec9999,2020,0,9999
64492,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2010,31Dec9999,2020,0,9999
64493,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2010,31Dec9999,2020,0,9999
64494,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2010,31Dec9999,2020,0,9999
64495,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2010,31Dec9999,2020,0,9999
64505,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64508,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec2018,2020,0,9999
64510,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64517,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan2004,31Dec9999,2022,1,9999
64520,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01Jan1984,31Dec9999,2020,0,9999
64530,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64550,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1982,31Dec2018,2020,0,9999
64553,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1982,31Dec9999,2020,0,9999
64555,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1982,31Dec9999,2020,0,9999
64561,PM011O,P,Procedure,PM,Musculoskeletal,011,Neurostimulator - Back,O,01Jan2002,31Dec9999,2020,0,9999
64565,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1982,31Dec2017,2020,0,9999
64566,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2011,31Dec9999,2020,0,9999
64568,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
64569,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
64570,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
64575,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1982,31Dec9999,2020,0,9999
64580,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1982,31Dec9999,2020,0,9999
64581,PM011M,P,Procedure,PM,Musculoskeletal,011,Neurostimulator - Back,M,01Jan2002,31Dec9999,2020,0,9999
64582,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01Jan2022,31Dec9999,2023,0,9999
64583,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01Jan2022,31Dec9999,2023,0,9999
64584,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01Jan2022,31Dec9999,2023,0,9999
64585,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1982,31Dec9999,2020,0,9999
64590,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1982,31Dec9999,2020,0,9999
64595,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1982,31Dec9999,2020,0,9999
64600,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64605,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64610,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64611,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2011,31Dec9999,2020,0,9999
64612,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1992,31Dec9999,2020,0,9999
64615,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2013,31Dec9999,2020,0,9999
64616,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2014,31Dec9999,2020,0,9999
64617,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2014,31Dec9999,2020,0,9999
64620,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64624,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2020,31Dec9999,2022,0,9999
64625,RR000N,R,Treatment,RR,Radiation Oncology,000,No RBCS Family,N,01Jan2020,31Dec9999,2022,0,9999
64628,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01Jan2022,31Dec9999,2023,0,9999
64629,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01Jan2022,31Dec9999,2023,0,9999
64630,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64632,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2009,31Dec9999,2020,0,9999
64633,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01Jan2012,31Dec9999,2020,0,9999
64634,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01Jan2012,31Dec9999,2020,0,9999
64635,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01Jan2012,31Dec9999,2020,0,9999
64636,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01Jan2012,31Dec9999,2020,0,9999
64640,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64642,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2014,31Dec9999,2020,0,9999
64643,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2014,31Dec9999,2020,0,9999
64644,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2014,31Dec9999,2020,0,9999
64645,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2014,31Dec9999,2020,0,9999
64646,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2014,31Dec9999,2020,0,9999
64647,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2014,31Dec9999,2020,0,9999
64650,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2006,31Dec9999,2020,0,9999
64653,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2006,31Dec9999,2020,0,9999
64680,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64681,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan2004,31Dec9999,2020,0,9999
64702,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64704,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64708,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2024,1,9999
64712,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64713,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64714,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64716,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64718,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64719,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64721,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64722,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64726,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64727,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64732,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64734,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64736,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64738,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64740,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64742,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64744,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64746,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64752,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec2014,2020,0,9999
64755,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64760,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64761,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec2014,2020,0,9999
64763,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64766,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64771,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64772,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64774,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64776,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64778,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64782,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64783,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64784,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64786,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64787,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64788,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64790,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64792,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64795,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
64802,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64804,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64809,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64818,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64820,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
64821,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan2002,31Dec9999,2020,0,9999
64822,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan2002,31Dec9999,2020,0,9999
64823,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan2002,31Dec9999,2020,0,9999
64831,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64832,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64834,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64835,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64836,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64837,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64840,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64856,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64857,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64858,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64859,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64861,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64862,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64864,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64865,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64866,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64868,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1985,31Dec9999,2020,0,9999
64872,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64874,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64876,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64885,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1992,31Dec9999,2020,0,9999
64886,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1992,31Dec9999,2020,0,9999
64890,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64891,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64892,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64893,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64895,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64896,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64897,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64898,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64901,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64902,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64905,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64907,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
64910,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01Jan2007,31Dec9999,2023,1,9999
64911,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01Jan2007,31Dec9999,2021,1,9999
64912,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01Jan2018,31Dec9999,2020,0,9999
64913,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01Jan2018,31Dec9999,2020,0,9999
64999,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01Jan1984,31Dec9999,2024,1,9999
65091,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65093,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65101,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65103,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65105,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65110,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65112,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65114,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65125,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1992,31Dec9999,2020,0,9999
65130,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2024,1,9999
65135,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65140,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65150,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65155,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65175,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65205,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65210,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65220,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65222,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65235,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65260,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65265,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65270,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65272,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65273,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65275,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2024,1,9999
65280,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65285,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65286,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1989,31Dec9999,2020,0,9999
65290,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2024,1,9999
65400,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65410,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65420,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65426,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65430,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65435,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65436,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65450,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1986,31Dec9999,2020,0,9999
65600,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
65710,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1985,31Dec9999,2020,0,9999
65730,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1985,31Dec9999,2020,0,9999
65750,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65755,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1991,31Dec9999,2020,0,9999
65756,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan2009,31Dec9999,2020,0,9999
65757,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan2009,31Dec9999,2020,0,9999
65770,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
65772,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1988,31Dec9999,2020,0,9999
65775,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan1988,31Dec9999,2020,0,9999
65778,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan2011,31Dec9999,2020,0,9999
65779,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan2011,31Dec9999,2020,0,9999
65780,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan2004,31Dec9999,2020,0,9999
65781,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan2004,31Dec9999,2020,0,9999
65782,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01Jan2004,31Dec9999,2020,0,9999
65785,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01Jan2016,31Dec9999,2020,0,9999
65800,PE053O,P,Procedure,PE,Eye,053,Fluid Flow and Drainage of Eye (Any Method),O,01Jan1984,31Dec9999,2024,1,9999
65810,PE053O,P,Procedure,PE,Eye,053,Fluid Flow and Drainage of Eye (Any Method),O,01Jan1984,31Dec9999,2024,1,9999
65815,PE053O,P,Procedure,PE,Eye,053,Fluid Flow and Drainage of Eye (Any Method),O,01Jan1984,31Dec9999,2024,1,9999
65820,PE053O,P,Procedure,PE,Eye,053,Fluid Flow and Drainage of Eye (Any Method),O,01Jan1985,31Dec9999,2024,1,9999
